fishery,management_area,target,opening_year,sex,size,molting,soft,new_pliable,new,old,very_old,very_very_old,unknown,total
TR06,bristol_bay,red_king_crab,2006,female,136,0,0,0,21,1,0,0,0,22
TR06,bristol_bay,red_king_crab,2006,female,137,0,0,0,23,1,0,0,0,24
TR06,bristol_bay,red_king_crab,2006,female,138,0,0,0,15,1,0,0,0,16
TR06,bristol_bay,red_king_crab,2006,female,139,0,0,0,12,1,0,0,0,13
TR06,bristol_bay,red_king_crab,2006,female,140,0,0,0,26,0,0,0,1,27
TR06,bristol_bay,red_king_crab,2006,female,141,0,0,0,16,0,0,0,0,16
TR06,bristol_bay,red_king_crab,2006,female,142,0,0,0,11,1,0,0,0,12
TR06,bristol_bay,red_king_crab,2006,female,143,0,0,0,11,0,0,0,0,11
TR06,bristol_bay,red_king_crab,2006,female,144,0,0,0,8,1,1,0,0,10
TR06,bristol_bay,red_king_crab,2006,female,145,0,0,0,9,1,0,0,0,10
TR06,bristol_bay,red_king_crab,2006,female,146,0,0,0,13,0,0,0,0,13
TR06,bristol_bay,red_king_crab,2006,female,147,0,0,0,7,0,0,0,0,7
TR06,bristol_bay,red_king_crab,2006,female,148,0,1,0,20,0,0,0,0,21
TR06,bristol_bay,red_king_crab,2006,female,149,0,1,0,5,0,0,0,1,7
TR06,bristol_bay,red_king_crab,2006,female,150,0,0,0,5,1,0,0,0,6
TR06,bristol_bay,red_king_crab,2006,female,151,0,0,0,6,0,0,0,0,6
TR06,bristol_bay,red_king_crab,2006,female,152,0,1,0,7,0,0,0,0,8
TR06,bristol_bay,red_king_crab,2006,female,153,0,0,0,6,0,0,0,0,6
TR06,bristol_bay,red_king_crab,2006,female,154,0,0,0,6,0,0,0,0,6
TR06,bristol_bay,red_king_crab,2006,female,156,0,0,0,6,0,0,0,0,6
TR06,bristol_bay,red_king_crab,2006,female,157,0,0,0,2,0,0,0,0,2
TR06,bristol_bay,red_king_crab,2006,female,158,0,0,0,2,0,0,0,0,2
TR06,bristol_bay,red_king_crab,2006,female,159,0,0,0,3,0,0,0,0,3
TR06,bristol_bay,red_king_crab,2006,female,161,0,0,0,1,0,0,0,1,2
TR06,bristol_bay,red_king_crab,2006,female,163,0,0,0,1,0,0,0,0,1
TR06,bristol_bay,red_king_crab,2006,female,165,0,0,0,1,0,0,0,0,1
TR06,bristol_bay,red_king_crab,2006,female,166,0,0,0,1,0,0,0,0,1
TR07,bristol_bay,red_king_crab,2007,female,58,0,0,0,1,0,0,0,0,1
TR07,bristol_bay,red_king_crab,2007,female,59,0,0,0,1,0,0,0,0,1
TR07,bristol_bay,red_king_crab,2007,female,60,0,0,0,1,0,0,0,0,1
TR07,bristol_bay,red_king_crab,2007,female,61,0,0,0,1,0,0,0,0,1
TR07,bristol_bay,red_king_crab,2007,female,62,0,0,0,1,0,0,0,0,1
TR07,bristol_bay,red_king_crab,2007,female,63,0,0,0,1,0,0,0,0,1
TR07,bristol_bay,red_king_crab,2007,female,64,0,0,0,4,0,0,0,0,4
TR07,bristol_bay,red_king_crab,2007,female,65,0,0,0,3,0,0,0,0,3
TR07,bristol_bay,red_king_crab,2007,female,66,0,0,0,6,0,0,0,0,6
TR07,bristol_bay,red_king_crab,2007,female,67,0,0,0,8,0,0,0,0,8
TR07,bristol_bay,red_king_crab,2007,female,68,0,0,0,7,0,0,0,0,7
TR07,bristol_bay,red_king_crab,2007,female,69,0,0,0,13,0,0,0,0,13
TR07,bristol_bay,red_king_crab,2007,female,70,0,0,0,16,0,0,0,0,16
TR07,bristol_bay,red_king_crab,2007,female,71,0,0,0,35,0,0,0,0,35
TR07,bristol_bay,red_king_crab,2007,female,72,0,0,0,29,0,0,0,0,29
TR07,bristol_bay,red_king_crab,2007,female,73,0,0,0,31,0,0,0,0,31
TR07,bristol_bay,red_king_crab,2007,female,74,0,0,0,46,0,0,0,1,47
TR07,bristol_bay,red_king_crab,2007,female,75,0,0,0,50,0,0,0,0,50
TR07,bristol_bay,red_king_crab,2007,female,76,0,0,0,48,0,0,0,0,48
TR07,bristol_bay,red_king_crab,2007,female,77,0,0,0,48,0,0,0,0,48
TR07,bristol_bay,red_king_crab,2007,female,78,0,0,0,63,0,0,0,0,63
TR07,bristol_bay,red_king_crab,2007,female,79,0,0,0,63,0,0,0,0,63
TR07,bristol_bay,red_king_crab,2007,female,80,0,0,0,50,0,0,0,1,51
TR07,bristol_bay,red_king_crab,2007,female,81,0,0,0,59,0,0,0,0,59
TR07,bristol_bay,red_king_crab,2007,female,82,0,0,0,57,0,0,0,0,57
TR07,bristol_bay,red_king_crab,2007,female,83,0,0,0,62,0,0,0,0,62
TR07,bristol_bay,red_king_crab,2007,female,84,0,0,0,69,0,0,0,0,69
TR07,bristol_bay,red_king_crab,2007,female,85,0,0,0,85,0,0,0,0,85
TR07,bristol_bay,red_king_crab,2007,female,86,0,0,0,99,0,0,0,1,100
TR07,bristol_bay,red_king_crab,2007,female,87,0,0,0,103,0,0,0,0,103
TR07,bristol_bay,red_king_crab,2007,female,88,0,0,0,141,0,0,0,0,141
TR07,bristol_bay,red_king_crab,2007,female,89,0,0,0,156,0,0,0,0,156
TR07,bristol_bay,red_king_crab,2007,female,90,0,0,0,166,0,0,0,1,167
TR07,bristol_bay,red_king_crab,2007,female,91,0,0,0,199,0,0,0,1,200
TR07,bristol_bay,red_king_crab,2007,female,92,0,0,0,244,0,0,0,0,244
TR07,bristol_bay,red_king_crab,2007,female,93,0,1,0,238,0,0,0,1,240
TR07,bristol_bay,red_king_crab,2007,female,94,0,0,0,273,0,0,0,1,274
TR07,bristol_bay,red_king_crab,2007,female,95,0,0,0,308,0,0,0,1,309
TR07,bristol_bay,red_king_crab,2007,female,96,0,0,0,284,1,0,0,3,288
TR07,bristol_bay,red_king_crab,2007,female,97,0,0,0,263,2,0,0,1,266
TR07,bristol_bay,red_king_crab,2007,female,98,0,0,2,306,1,0,0,0,309
TR07,bristol_bay,red_king_crab,2007,female,99,0,0,0,241,1,0,0,2,244
TR07,bristol_bay,red_king_crab,2007,female,100,0,0,0,278,0,0,0,3,281
TR07,bristol_bay,red_king_crab,2007,female,101,0,1,0,206,2,0,0,0,209
TR07,bristol_bay,red_king_crab,2007,female,102,0,0,0,214,2,0,0,0,216
TR07,bristol_bay,red_king_crab,2007,female,103,0,0,0,186,1,0,0,1,188
TR07,bristol_bay,red_king_crab,2007,female,104,0,0,0,160,2,0,0,0,162
TR07,bristol_bay,red_king_crab,2007,female,105,0,0,0,161,0,1,0,1,163
TR07,bristol_bay,red_king_crab,2007,female,106,0,0,0,126,2,0,0,0,128
TR07,bristol_bay,red_king_crab,2007,female,107,0,0,0,123,0,1,0,1,125
TR07,bristol_bay,red_king_crab,2007,female,108,0,0,0,145,2,0,0,0,147
TR07,bristol_bay,red_king_crab,2007,female,109,0,0,0,138,3,0,0,2,143
TR07,bristol_bay,red_king_crab,2007,female,110,0,0,0,172,2,0,0,1,175
TR07,bristol_bay,red_king_crab,2007,female,111,0,0,0,139,1,0,0,0,140
TR07,bristol_bay,red_king_crab,2007,female,112,0,0,0,209,2,0,0,0,211
TR07,bristol_bay,red_king_crab,2007,female,113,0,0,0,213,3,0,0,1,217
TR07,bristol_bay,red_king_crab,2007,female,114,0,0,0,194,1,0,0,0,195
TR07,bristol_bay,red_king_crab,2007,female,115,0,0,0,272,3,0,0,0,275
TR07,bristol_bay,red_king_crab,2007,female,116,0,0,0,205,1,1,0,1,208
TR07,bristol_bay,red_king_crab,2007,female,117,0,0,1,207,0,0,0,0,208
TR07,bristol_bay,red_king_crab,2007,female,118,0,0,0,282,3,0,0,0,285
TR07,bristol_bay,red_king_crab,2007,female,119,0,0,1,294,4,0,0,0,299
TR07,bristol_bay,red_king_crab,2007,female,120,0,0,0,322,5,0,0,0,327
TR07,bristol_bay,red_king_crab,2007,female,121,0,0,0,273,5,0,0,0,278
TR07,bristol_bay,red_king_crab,2007,female,122,0,0,1,336,1,0,0,2,340
TR07,bristol_bay,red_king_crab,2007,female,123,0,0,0,248,1,0,0,0,249
TR07,bristol_bay,red_king_crab,2007,female,124,0,0,0,260,1,0,0,0,261
TR07,bristol_bay,red_king_crab,2007,female,125,0,0,1,294,4,0,0,1,300
TR07,bristol_bay,red_king_crab,2007,female,126,0,0,0,244,0,0,0,0,244
TR07,bristol_bay,red_king_crab,2007,female,127,0,0,0,183,3,1,0,0,187
TR07,bristol_bay,red_king_crab,2007,female,128,0,0,1,254,2,0,0,0,257
TR07,bristol_bay,red_king_crab,2007,female,129,0,0,0,201,7,0,0,0,208
TR07,bristol_bay,red_king_crab,2007,female,130,0,0,0,188,1,1,0,0,190
TR07,bristol_bay,red_king_crab,2007,female,131,0,0,0,163,1,0,0,0,164
TR07,bristol_bay,red_king_crab,2007,female,132,0,0,0,184,5,1,0,0,190
TR07,bristol_bay,red_king_crab,2007,female,133,0,0,0,187,6,1,0,0,194
TR07,bristol_bay,red_king_crab,2007,female,134,0,0,1,112,1,0,0,0,114
TR07,bristol_bay,red_king_crab,2007,female,135,0,0,1,156,2,0,0,0,159
TR07,bristol_bay,red_king_crab,2007,female,136,0,0,0,105,4,0,0,0,109
TR07,bristol_bay,red_king_crab,2007,female,137,0,0,0,87,2,0,0,0,89
TR07,bristol_bay,red_king_crab,2007,female,138,0,0,0,100,3,0,0,1,104
TR07,bristol_bay,red_king_crab,2007,female,139,0,0,0,89,4,1,0,0,94
TR07,bristol_bay,red_king_crab,2007,female,140,0,0,0,98,3,0,0,0,101
TR07,bristol_bay,red_king_crab,2007,female,141,0,0,1,83,2,0,0,0,86
TR07,bristol_bay,red_king_crab,2007,female,142,0,0,0,80,0,0,0,0,80
TR07,bristol_bay,red_king_crab,2007,female,143,0,0,0,89,0,0,0,0,89
TR07,bristol_bay,red_king_crab,2007,female,144,0,0,0,40,0,0,0,0,40
TR07,bristol_bay,red_king_crab,2007,female,145,0,0,0,59,1,1,0,0,61
TR07,bristol_bay,red_king_crab,2007,female,146,0,0,0,41,0,0,0,0,41
TR07,bristol_bay,red_king_crab,2007,female,147,0,0,0,39,0,0,0,0,39
TR07,bristol_bay,red_king_crab,2007,female,148,0,0,0,34,1,1,0,0,36
TR07,bristol_bay,red_king_crab,2007,female,149,0,0,0,27,1,0,0,0,28
TR07,bristol_bay,red_king_crab,2007,female,150,0,0,0,22,0,0,0,0,22
TR07,bristol_bay,red_king_crab,2007,female,151,0,0,0,14,0,0,0,0,14
TR07,bristol_bay,red_king_crab,2007,female,152,0,0,0,20,1,0,0,1,22
TR07,bristol_bay,red_king_crab,2007,female,153,0,0,1,19,0,0,0,0,20
TR07,bristol_bay,red_king_crab,2007,female,154,0,0,0,16,0,0,0,0,16
TR07,bristol_bay,red_king_crab,2007,female,155,0,0,0,10,2,1,0,0,13
TR07,bristol_bay,red_king_crab,2007,female,156,0,0,0,10,0,0,0,0,10
TR07,bristol_bay,red_king_crab,2007,female,157,0,0,0,2,0,0,0,0,2
TR07,bristol_bay,red_king_crab,2007,female,158,0,0,0,10,0,0,0,0,10
TR07,bristol_bay,red_king_crab,2007,female,159,0,0,0,7,0,0,0,0,7
TR07,bristol_bay,red_king_crab,2007,female,160,0,0,0,6,0,0,0,0,6
TR07,bristol_bay,red_king_crab,2007,female,161,0,0,0,3,0,0,0,0,3
TR07,bristol_bay,red_king_crab,2007,female,162,0,0,0,3,0,0,0,0,3
TR07,bristol_bay,red_king_crab,2007,female,163,0,0,0,3,0,0,0,0,3
TR07,bristol_bay,red_king_crab,2007,female,164,0,0,0,2,0,0,0,0,2
TR07,bristol_bay,red_king_crab,2007,female,165,0,0,0,2,0,0,0,0,2
TR07,bristol_bay,red_king_crab,2007,female,166,0,0,0,2,0,0,0,0,2
TR07,bristol_bay,red_king_crab,2007,female,167,0,0,0,2,0,0,0,0,2
TR07,bristol_bay,red_king_crab,2007,female,169,0,0,0,0,1,0,0,0,1
TR07,bristol_bay,red_king_crab,2007,female,170,0,0,0,2,0,0,0,0,2
TR07,bristol_bay,red_king_crab,2007,female,171,0,0,0,2,0,0,0,0,2
TR07,bristol_bay,red_king_crab,2007,female,173,0,0,0,1,0,0,0,0,1
TR07,bristol_bay,red_king_crab,2007,female,187,0,0,0,1,0,0,0,0,1
TR08,bristol_bay,red_king_crab,2008,female,65,0,0,0,1,0,0,0,0,1
TR08,bristol_bay,red_king_crab,2008,female,69,0,0,0,2,0,0,0,0,2
TR08,bristol_bay,red_king_crab,2008,female,71,0,0,0,1,0,0,0,0,1
TR08,bristol_bay,red_king_crab,2008,female,72,0,0,0,6,0,0,0,0,6
TR08,bristol_bay,red_king_crab,2008,female,73,0,0,0,2,0,0,0,0,2
TR08,bristol_bay,red_king_crab,2008,female,74,0,0,0,6,0,0,0,0,6
TR08,bristol_bay,red_king_crab,2008,female,75,0,0,0,16,0,0,0,0,16
TR08,bristol_bay,red_king_crab,2008,female,76,0,0,0,7,0,0,0,0,7
TR08,bristol_bay,red_king_crab,2008,female,77,0,0,0,8,0,0,0,0,8
TR08,bristol_bay,red_king_crab,2008,female,78,0,0,0,30,0,0,0,1,31
TR08,bristol_bay,red_king_crab,2008,female,79,0,0,0,21,0,0,0,0,21
TR08,bristol_bay,red_king_crab,2008,female,80,0,0,0,49,0,0,0,0,49
TR08,bristol_bay,red_king_crab,2008,female,81,0,0,0,38,0,0,0,0,38
TR08,bristol_bay,red_king_crab,2008,female,82,0,0,0,93,0,0,0,0,93
TR08,bristol_bay,red_king_crab,2008,female,83,0,0,0,51,0,0,0,0,51
TR08,bristol_bay,red_king_crab,2008,female,84,0,0,0,78,0,0,0,1,79
TR08,bristol_bay,red_king_crab,2008,female,85,0,0,0,164,0,0,0,3,167
TR08,bristol_bay,red_king_crab,2008,female,86,0,0,0,84,0,0,0,0,84
TR08,bristol_bay,red_king_crab,2008,female,87,0,0,0,135,0,0,0,0,135
TR08,bristol_bay,red_king_crab,2008,female,88,0,0,0,144,0,1,0,4,149
TR08,bristol_bay,red_king_crab,2008,female,89,0,0,0,124,0,0,0,5,129
TR08,bristol_bay,red_king_crab,2008,female,90,0,0,0,177,1,0,0,3,181
TR08,bristol_bay,red_king_crab,2008,female,91,0,0,0,88,0,0,0,0,88
TR08,bristol_bay,red_king_crab,2008,female,92,0,0,0,122,0,0,0,1,123
TR08,bristol_bay,red_king_crab,2008,female,93,0,0,0,93,0,0,0,1,94
TR08,bristol_bay,red_king_crab,2008,female,94,0,0,0,80,0,0,0,1,81
TR08,bristol_bay,red_king_crab,2008,female,95,0,0,0,98,0,0,0,0,98
TR08,bristol_bay,red_king_crab,2008,female,96,0,0,0,75,0,0,0,0,75
TR08,bristol_bay,red_king_crab,2008,female,97,0,0,0,78,2,0,0,1,81
TR08,bristol_bay,red_king_crab,2008,female,98,0,0,0,67,0,0,0,0,67
TR08,bristol_bay,red_king_crab,2008,female,99,0,0,0,78,0,0,0,5,83
TR08,bristol_bay,red_king_crab,2008,female,100,0,0,0,137,0,0,0,1,138
TR08,bristol_bay,red_king_crab,2008,female,101,0,0,0,94,0,0,0,1,95
TR08,bristol_bay,red_king_crab,2008,female,102,0,0,0,140,0,0,0,2,142
TR08,bristol_bay,red_king_crab,2008,female,103,0,0,0,160,0,0,0,0,160
TR08,bristol_bay,red_king_crab,2008,female,104,0,0,0,125,0,0,0,1,126
TR08,bristol_bay,red_king_crab,2008,female,105,0,0,0,229,0,0,0,2,231
TR08,bristol_bay,red_king_crab,2008,female,106,0,0,0,152,0,0,0,1,153
TR08,bristol_bay,red_king_crab,2008,female,107,0,0,0,171,0,0,0,2,173
TR08,bristol_bay,red_king_crab,2008,female,108,0,0,0,199,1,0,0,2,202
TR08,bristol_bay,red_king_crab,2008,female,109,0,0,0,156,0,0,0,2,158
TR08,bristol_bay,red_king_crab,2008,female,110,0,0,0,240,0,0,0,4,244
TR08,bristol_bay,red_king_crab,2008,female,111,0,0,0,120,0,0,0,1,121
TR08,bristol_bay,red_king_crab,2008,female,112,0,0,0,107,4,0,0,2,113
TR08,bristol_bay,red_king_crab,2008,female,113,0,0,0,160,3,0,0,0,163
TR08,bristol_bay,red_king_crab,2008,female,114,0,0,0,103,0,0,0,2,105
TR08,bristol_bay,red_king_crab,2008,female,115,0,0,0,215,3,0,0,2,220
TR08,bristol_bay,red_king_crab,2008,female,116,0,0,1,129,1,0,0,2,133
TR08,bristol_bay,red_king_crab,2008,female,117,0,0,0,146,0,0,0,0,146
TR08,bristol_bay,red_king_crab,2008,female,118,0,0,0,168,1,0,0,3,172
TR08,bristol_bay,red_king_crab,2008,female,119,0,0,0,143,2,1,0,0,146
TR08,bristol_bay,red_king_crab,2008,female,120,0,0,1,247,3,0,0,1,252
TR08,bristol_bay,red_king_crab,2008,female,121,0,0,0,178,1,0,0,0,179
TR08,bristol_bay,red_king_crab,2008,female,122,0,0,0,235,1,0,0,1,237
TR08,bristol_bay,red_king_crab,2008,female,123,0,0,0,208,0,0,0,2,210
TR08,bristol_bay,red_king_crab,2008,female,124,0,0,0,200,0,0,0,1,201
TR08,bristol_bay,red_king_crab,2008,female,125,0,0,0,293,1,0,0,0,294
TR08,bristol_bay,red_king_crab,2008,female,126,0,0,0,185,1,0,0,1,187
TR08,bristol_bay,red_king_crab,2008,female,127,0,0,0,248,1,0,0,4,253
TR08,bristol_bay,red_king_crab,2008,female,128,0,0,0,203,2,0,0,0,205
TR08,bristol_bay,red_king_crab,2008,female,129,0,0,0,131,2,0,0,2,135
TR08,bristol_bay,red_king_crab,2008,female,130,0,0,0,169,3,0,0,1,173
TR08,bristol_bay,red_king_crab,2008,female,131,0,0,0,95,1,0,0,1,97
TR08,bristol_bay,red_king_crab,2008,female,132,0,0,0,132,1,0,0,0,133
TR08,bristol_bay,red_king_crab,2008,female,133,0,0,0,99,2,0,0,1,102
TR08,bristol_bay,red_king_crab,2008,female,134,0,0,0,68,0,0,0,1,69
TR08,bristol_bay,red_king_crab,2008,female,135,0,0,0,106,0,0,0,0,106
TR08,bristol_bay,red_king_crab,2008,female,136,0,0,1,63,0,0,0,1,65
TR08,bristol_bay,red_king_crab,2008,female,137,0,0,0,66,0,0,0,0,66
TR08,bristol_bay,red_king_crab,2008,female,138,0,0,0,54,2,0,0,0,56
TR08,bristol_bay,red_king_crab,2008,female,139,0,0,0,40,1,0,0,1,42
TR08,bristol_bay,red_king_crab,2008,female,140,0,0,0,46,2,0,0,1,49
TR08,bristol_bay,red_king_crab,2008,female,141,0,0,0,38,1,0,0,0,39
TR08,bristol_bay,red_king_crab,2008,female,142,0,0,0,40,1,0,0,0,41
TR08,bristol_bay,red_king_crab,2008,female,143,0,0,0,30,5,0,0,0,35
TR08,bristol_bay,red_king_crab,2008,female,144,0,0,0,19,2,0,0,0,21
TR08,bristol_bay,red_king_crab,2008,female,145,0,0,0,25,1,0,0,0,26
TR08,bristol_bay,red_king_crab,2008,female,146,0,0,0,15,1,0,0,0,16
TR08,bristol_bay,red_king_crab,2008,female,147,0,0,0,12,1,0,0,0,13
TR08,bristol_bay,red_king_crab,2008,female,148,0,0,0,10,0,0,0,0,10
TR08,bristol_bay,red_king_crab,2008,female,149,0,0,0,6,0,0,0,0,6
TR08,bristol_bay,red_king_crab,2008,female,150,0,0,0,24,0,0,0,0,24
TR08,bristol_bay,red_king_crab,2008,female,151,0,0,0,6,0,0,0,0,6
TR08,bristol_bay,red_king_crab,2008,female,152,0,0,0,4,0,0,0,0,4
TR08,bristol_bay,red_king_crab,2008,female,153,0,0,0,6,1,0,0,0,7
TR08,bristol_bay,red_king_crab,2008,female,154,0,0,0,3,0,1,0,0,4
TR08,bristol_bay,red_king_crab,2008,female,155,0,0,0,4,0,0,0,0,4
TR08,bristol_bay,red_king_crab,2008,female,156,0,0,0,3,0,0,0,1,4
TR08,bristol_bay,red_king_crab,2008,female,157,0,0,0,1,0,0,0,0,1
TR08,bristol_bay,red_king_crab,2008,female,158,0,0,0,1,0,0,0,0,1
TR08,bristol_bay,red_king_crab,2008,female,160,0,0,0,3,0,0,0,0,3
TR08,bristol_bay,red_king_crab,2008,female,164,0,0,0,1,0,0,0,0,1
TR09,bristol_bay,red_king_crab,2009,female,55,0,0,0,1,0,0,0,0,1
TR09,bristol_bay,red_king_crab,2009,female,60,0,0,0,1,0,0,0,0,1
TR09,bristol_bay,red_king_crab,2009,female,61,0,0,0,1,0,0,0,0,1
TR09,bristol_bay,red_king_crab,2009,female,62,0,0,0,1,0,0,0,0,1
TR09,bristol_bay,red_king_crab,2009,female,63,0,0,0,1,0,0,0,0,1
TR09,bristol_bay,red_king_crab,2009,female,64,0,0,0,5,0,0,0,0,5
TR09,bristol_bay,red_king_crab,2009,female,65,0,0,0,1,0,0,0,0,1
TR09,bristol_bay,red_king_crab,2009,female,66,0,0,0,5,0,0,0,0,5
TR09,bristol_bay,red_king_crab,2009,female,67,0,0,0,4,0,0,0,0,4
TR09,bristol_bay,red_king_crab,2009,female,68,0,0,0,6,0,0,0,0,6
TR09,bristol_bay,red_king_crab,2009,female,69,0,0,0,6,0,0,0,0,6
TR09,bristol_bay,red_king_crab,2009,female,70,0,0,0,10,0,0,0,0,10
TR09,bristol_bay,red_king_crab,2009,female,71,0,0,0,8,0,0,0,1,9
TR09,bristol_bay,red_king_crab,2009,female,72,0,0,0,10,0,0,0,0,10
TR09,bristol_bay,red_king_crab,2009,female,73,0,0,0,9,0,0,0,1,10
TR09,bristol_bay,red_king_crab,2009,female,74,0,0,0,11,0,0,0,0,11
TR09,bristol_bay,red_king_crab,2009,female,75,0,0,0,12,0,0,0,0,12
TR09,bristol_bay,red_king_crab,2009,female,76,0,0,0,18,0,0,0,0,18
TR09,bristol_bay,red_king_crab,2009,female,77,0,0,0,10,0,0,0,0,10
TR09,bristol_bay,red_king_crab,2009,female,78,0,0,0,9,0,0,0,0,9
TR09,bristol_bay,red_king_crab,2009,female,79,0,0,0,11,0,0,0,0,11
TR09,bristol_bay,red_king_crab,2009,female,80,0,0,0,16,0,0,0,0,16
TR09,bristol_bay,red_king_crab,2009,female,81,0,0,0,19,0,0,0,0,19
TR09,bristol_bay,red_king_crab,2009,female,82,0,0,0,19,0,0,0,0,19
TR09,bristol_bay,red_king_crab,2009,female,83,0,0,0,17,0,0,0,0,17
TR09,bristol_bay,red_king_crab,2009,female,84,0,0,0,16,0,0,0,0,16
TR09,bristol_bay,red_king_crab,2009,female,85,0,0,0,15,0,0,0,0,15
TR09,bristol_bay,red_king_crab,2009,female,86,0,0,0,13,0,0,0,0,13
TR09,bristol_bay,red_king_crab,2009,female,87,0,0,0,21,0,0,0,0,21
TR09,bristol_bay,red_king_crab,2009,female,88,0,0,0,19,0,0,0,0,19
TR09,bristol_bay,red_king_crab,2009,female,89,0,0,0,31,0,0,0,0,31
TR09,bristol_bay,red_king_crab,2009,female,90,0,0,0,26,0,0,0,1,27
TR09,bristol_bay,red_king_crab,2009,female,91,0,0,0,23,0,0,0,0,23
TR09,bristol_bay,red_king_crab,2009,female,92,0,0,0,39,0,0,0,2,41
TR09,bristol_bay,red_king_crab,2009,female,93,0,0,0,39,0,0,0,0,39
TR09,bristol_bay,red_king_crab,2009,female,94,0,0,0,40,0,0,0,1,41
TR09,bristol_bay,red_king_crab,2009,female,95,0,0,0,58,0,0,0,0,58
TR09,bristol_bay,red_king_crab,2009,female,96,0,0,0,55,1,0,0,1,57
TR09,bristol_bay,red_king_crab,2009,female,97,0,0,0,81,1,0,0,0,82
TR09,bristol_bay,red_king_crab,2009,female,98,0,0,0,90,0,0,0,0,90
TR09,bristol_bay,red_king_crab,2009,female,99,0,0,0,105,0,0,0,3,108
TR09,bristol_bay,red_king_crab,2009,female,100,0,0,0,117,2,0,0,0,119
TR09,bristol_bay,red_king_crab,2009,female,101,0,0,0,98,3,0,0,1,102
TR09,bristol_bay,red_king_crab,2009,female,102,0,0,0,99,1,0,0,0,100
TR09,bristol_bay,red_king_crab,2009,female,103,0,0,0,91,2,0,0,0,93
TR09,bristol_bay,red_king_crab,2009,female,104,0,0,0,109,2,0,0,0,111
TR09,bristol_bay,red_king_crab,2009,female,105,0,0,0,88,3,0,0,0,91
TR09,bristol_bay,red_king_crab,2009,female,106,0,0,0,99,1,0,0,0,100
TR09,bristol_bay,red_king_crab,2009,female,107,0,0,0,81,2,0,0,0,83
TR09,bristol_bay,red_king_crab,2009,female,108,0,0,0,91,2,0,0,0,93
TR09,bristol_bay,red_king_crab,2009,female,109,0,0,0,118,1,0,0,0,119
TR09,bristol_bay,red_king_crab,2009,female,110,0,0,0,103,1,0,0,0,104
TR09,bristol_bay,red_king_crab,2009,female,111,0,0,0,96,3,0,0,1,100
TR09,bristol_bay,red_king_crab,2009,female,112,0,0,0,104,1,0,0,0,105
TR09,bristol_bay,red_king_crab,2009,female,113,0,0,0,114,6,0,0,0,120
TR09,bristol_bay,red_king_crab,2009,female,114,0,0,0,119,4,0,0,0,123
TR09,bristol_bay,red_king_crab,2009,female,115,0,0,0,122,2,0,0,0,124
TR09,bristol_bay,red_king_crab,2009,female,116,0,0,0,100,4,0,0,0,104
TR09,bristol_bay,red_king_crab,2009,female,117,0,0,0,106,0,0,0,0,106
TR09,bristol_bay,red_king_crab,2009,female,118,0,0,0,101,2,0,0,0,103
TR09,bristol_bay,red_king_crab,2009,female,119,0,0,0,81,1,0,0,0,82
TR09,bristol_bay,red_king_crab,2009,female,120,0,0,0,117,8,0,0,1,126
TR09,bristol_bay,red_king_crab,2009,female,121,0,0,0,95,4,0,0,0,99
TR09,bristol_bay,red_king_crab,2009,female,122,0,0,0,117,5,0,0,0,122
TR09,bristol_bay,red_king_crab,2009,female,123,0,0,0,88,7,1,0,1,97
TR09,bristol_bay,red_king_crab,2009,female,124,0,0,0,98,2,1,0,0,101
TR09,bristol_bay,red_king_crab,2009,female,125,0,0,0,133,5,0,0,1,139
TR09,bristol_bay,red_king_crab,2009,female,126,0,0,0,125,8,0,0,0,133
TR09,bristol_bay,red_king_crab,2009,female,127,0,0,0,136,8,1,0,0,145
TR09,bristol_bay,red_king_crab,2009,female,128,0,0,0,121,6,0,0,0,127
TR09,bristol_bay,red_king_crab,2009,female,129,0,0,0,143,4,0,0,0,147
TR09,bristol_bay,red_king_crab,2009,female,130,0,0,0,187,14,0,0,0,201
TR09,bristol_bay,red_king_crab,2009,female,131,0,0,0,149,6,0,0,0,155
TR09,bristol_bay,red_king_crab,2009,female,132,0,0,0,143,6,0,0,0,149
TR09,bristol_bay,red_king_crab,2009,female,133,0,0,0,142,8,1,0,1,152
TR09,bristol_bay,red_king_crab,2009,female,134,0,0,0,126,8,1,0,0,135
TR09,bristol_bay,red_king_crab,2009,female,135,0,0,0,125,4,1,0,0,130
TR09,bristol_bay,red_king_crab,2009,female,136,0,0,0,87,5,2,0,0,94
TR09,bristol_bay,red_king_crab,2009,female,137,0,0,0,119,8,0,0,0,127
TR09,bristol_bay,red_king_crab,2009,female,138,0,0,0,81,9,0,0,0,90
TR09,bristol_bay,red_king_crab,2009,female,139,0,0,0,79,8,2,0,0,89
TR09,bristol_bay,red_king_crab,2009,female,140,0,0,0,92,6,0,0,0,98
TR09,bristol_bay,red_king_crab,2009,female,141,0,0,0,62,6,0,0,0,68
TR09,bristol_bay,red_king_crab,2009,female,142,0,0,0,48,6,0,0,0,54
TR09,bristol_bay,red_king_crab,2009,female,143,0,0,0,37,1,0,0,0,38
TR09,bristol_bay,red_king_crab,2009,female,144,0,0,0,30,3,1,0,0,34
TR09,bristol_bay,red_king_crab,2009,female,145,0,0,0,25,2,2,0,0,29
TR09,bristol_bay,red_king_crab,2009,female,146,0,0,0,30,2,1,0,0,33
TR09,bristol_bay,red_king_crab,2009,female,147,0,0,0,25,0,0,0,0,25
TR09,bristol_bay,red_king_crab,2009,female,148,0,0,0,29,2,0,0,0,31
